Date,IEAG IM,XBAG IM,XBAE IM,GAGG IM,DJCOMEX IM,CRB IM,XDBC IM,CRWE IM,CCUSAS IM,WCOA IM,CRBA IM,CMOD IM,R1JKEX IM,ICOV IM,IEAC IM,SE15 IM,XBLC IM,XB4N  IM,EUCO IM,ECOEUA IM,IEXF IM,ECRP IM,PSFE IM,LQDE IM,USCO IM,LUSC IM,JNKE IM,WING IM,CORP IM,SAFRI IM,AEJ IM,INDI IM,KOR IM,MAL IM,TWN IM,APEX IM,FXC IM,IKOR IM,ITWN IM,IFFF IM,XMKO IM,XMAS IM,XMTW IM,XNIF IM,XAXJ IM,CI2 IM,CSKR IM,CSEMAS IM,XMIN IM,XCS3 IM,XCS4 IM,AASI IM,TAI IM,EMAE IM,XCHA IM,AJEUAS IM,RQFI IM,CASH IM,CHNA IM,CNAA IM,BRA IM,LATAM IM,IBZL IM,LTAM IM,XMLA IM,XMBR IM,XMEX IM,CSMXCP IM,ALAT IM,BRZ IM,TUR IM,ITKY IM,XMRC IM,RDXS IM,EMKT IM,IEEM IM,XMEM IM,XMEA IM,XSFR IM,SEMA IM,AEEM IM,EMMV IM,EMRG IM,EMGEAS IM,EMMEUA IM,EIMI IM,MXFS IM,EMV IM,MVAM IM,HMEM IM,XMME IM,SXXPIEX IM
12/28/2005,154.25,307.5847,141.9974,144.74,355.193,294.605,235.8042,67.3877,867.4338,241.4718,622.3996,307.357,138.005,140.6097,154.34,144.4629,154.34,140.028,154.34,142.7668,140.028,154.34,154.34,143.17,1536.73,1786.09,113.9754,101.7351,149.77,3134.8601,198.0771,248.698,411.513,153.935,135.201,184.481,10852.73,411.513,135.201,181.442,411.513,218.7127,135.201,3303.13,184.481,248.698,411.513,218.7127,397.103,153.935,345.495,218.7127,2840.05,218.7127,947.26,184.481,947.26,891.5842,3888.72,891.5842,33138.4805,276.2726,259.9283,366.017,276.2726,259.9283,296.684,2971.4131,276.2726,259.9283,475.6826,213.092,2767.5637,1478.01,237.9524,237.9524,237.9524,260.7748,1912.5419,237.9524,237.9524,42.4767,237.9524,237.9524,237.9524,664.1555,237.9524,640.5515,45.0154,237.9524,237.9524,447.76
12/29/2005,154.08,306.6898,141.9493,144.31,354.951,294.639,236.5491,67.4704,866.573,241.2928,621.5052,305.304,137.8843,140.4567,154.16,144.3577,154.16,139.8806,154.16,142.5842,139.8806,154.16,154.16,143.29,1536.54,1786.62,113.9754,101.7351,149.4,3159.78,199.2736,250.271,414.788,154.929,137.032,185.663,10891.58,414.788,137.032,182.61,414.788,220.4418,137.032,3336.11,185.663,250.271,414.788,220.4418,395.764,154.929,347.726,220.4418,2861.02,220.4418,963.08,185.663,963.08,906.7209,3944.5701,906.7209,33455.9414,278.6629,261.3173,369.158,278.6629,261.3173,301.09,3015.6287,278.6629,261.3173,480.9195,216.4,2781.8184,1480.98,239.9169,239.9169,239.9169,263.035,1918.871,239.9169,239.9169,42.861,239.9169,239.9169,239.9169,670.2253,239.9169,645.5161,45.4539,239.9169,239.9169,450.3
12/30/2005,154.3,306.2398,142.0288,144.1,359.149,296.914,238.597,67.8074,871.8506,243.1557,625.1978,307.65,137.9841,140.5861,154.29,144.4249,154.29,139.9443,154.29,142.7586,139.9443,154.29,154.29,142.99,1535.25,1784.13,114.471,102.7047,149.12,3141.8799,199.0236,252.882,414.644,154.935,136.376,185.317,10808.09,414.644,136.376,182.054,414.644,220.2123,136.376,3353.37,185.317,252.882,414.644,220.2123,395.362,154.935,349.43,220.2123,2876.14,220.2123,954.86,185.317,954.86,898.7314,3904.8899,898.7314,33455.9414,279.4696,262.3243,370.204,279.4696,262.3243,301.506,3019.825,279.4696,262.3243,479.6837,214.347,2786.9551,1483.21,239.5349,239.5349,239.5349,261.4607,1920.1641,239.5349,239.5349,42.8548,239.5349,239.5349,239.5349,669.7131,239.5349,644.1417,45.5776,239.5349,239.5349,447.66
01/02/2006,154.3,306.2398,142.0288,144.1,359.149,296.914,238.6275,67.8074,871.8506,243.1557,625.1978,307.65,137.8504,140.3885,154.29,144.4249,154.29,139.9443,154.29,142.5712,139.9443,154.29,154.29,142.99,1535.25,1784.13,114.471,102.7047,149.12,3141.8799,198.7885,252.715,416.029,154.935,134.483,184.991,10808.09,416.029,134.483,181.7,416.029,219.7151,134.483,3353.37,184.991,252.715,416.029,219.7151,399.469,154.935,349.43,219.7151,2876.14,219.7151,954.86,184.991,954.86,898.7314,3904.8899,898.7314,33507.2695,281.09,264.7213,371.754,281.09,264.7213,303.672,3041.4722,281.09,264.7213,478.1675,214.483,2786.9551,1483.21,239.8259,239.8259,239.8259,262.7195,1953.134,239.8259,239.8259,42.8548,239.8259,239.8259,239.8259,670.8802,239.8259,644.918,45.5562,239.8259,239.8259,449.37
01/03/2006,154.14,308.2049,142.0746,145.03,355.251,301.106,241.7015,68.5283,883.2501,245.6656,632.012,309.006,137.95,140.506,154.27,144.446,154.27,139.9521,154.27,142.6354,139.9521,154.27,154.27,143.2,1537.22,1783.6801,114.471,102.7047,150.24,3209.5601,201.0618,257.221,419.289,153.981,138.112,187.48,10973.67,419.289,138.112,184.075,419.289,223.1018,138.112,3352.66,187.48,257.221,419.289,223.1018,409.433,153.981,358.617,223.1018,2927.63,223.1018,954.86,187.48,954.86,898.7314,3904.8899,898.7314,34540.5781,288.9187,272.2486,382.109,288.9187,272.2486,313.691,3141.8582,288.9187,272.2486,491.0107,220.4,2813.5869,1516.49,244.6263,244.6263,244.6263,268.8731,1975.4165,244.6263,244.6263,43.2806,244.6263,244.6263,244.6263,684.3568,244.6263,655.6385,46.2383,244.6263,244.6263,452.05
01/04/2006,154.67,310.9148,142.3685,146.32,352.029,303.041,243.9738,68.9957,890.4662,245.9658,635.0701,309.041,138.3714,140.9871,154.79,144.7956,154.79,140.4432,154.79,143.3085,140.4432,154.79,154.79,143.43,1538.89,1786.1801,114.471,102.7047,151.15,3263.8799,204.86,261.285,427.592,155.154,140.28,190.903,11257.77,427.592,140.28,187.488,427.592,227.4625,140.28,3408.7,190.903,261.285,427.592,227.4625,422.814,155.154,372.664,227.4625,3010.58,227.4625,973.6,190.903,973.6,916.5287,4004.9199,916.5287,35002.3711,295.7816,280.2859,391.188,295.7816,280.2859,318.791,3193.0039,295.7816,280.2859,503.2032,225.625,2834.2915,1558.98,249.3165,249.3165,249.3165,272.9153,1985.8551,249.3165,249.3165,43.8059,249.3165,249.3165,249.3165,696.4409,249.3165,668.1372,46.9794,249.3165,249.3165,456.54
01/05/2006,154.75,311.2962,142.4451,146.5,346.218,300.667,241.6228,68.6996,883.5721,242.7578,624.8241,304.04,138.4259,141.0502,154.9,144.8621,154.9,140.546,154.9,143.4006,140.546,154.9,154.9,143.44,1539.14,1786.5699,114.471,102.7047,151.25,3258.29,206.0853,261.462,428.829,157.217,143.778,192.495,11316.17,428.829,143.778,189.19,428.829,229.6191,143.778,3433.58,192.495,261.462,428.829,229.6191,424.73,157.217,373.055,229.6191,3002.5,229.6191,992.17,192.495,992.17,933.8353,4089.79,933.8353,34936.1094,296.7061,283.3361,392.23,296.7061,283.3361,316.837,3173.4851,296.7061,283.3361,510.2906,226.816,2842.5125,1590.49,250.318,250.318,250.318,271.2237,1991.6188,250.318,250.318,43.8141,250.318,250.318,250.318,700.0264,250.318,669.0737,47.5151,250.318,250.318,454.95
01/06/2006,154.85,312.4577,142.4294,147.05,347.415,303.981,243.417,69.3606,889.2127,244.2607,634.9027,306.455,138.4498,141.1054,154.97,144.8792,154.97,140.6066,154.97,143.4441,140.6066,154.97,154.97,143.23,1537.15,1782.73,114.471,102.7047,151.65,3320.5701,206.8764,264.253,432.761,158.365,142.802,193.522,11433.36,432.761,142.802,190.109,432.761,230.7119,142.802,3428.2,193.522,264.253,432.761,230.7119,430.027,158.365,379.262,230.7119,3024.71,230.7119,1003.55,193.522,1003.55,944.5784,4120.2402,944.5784,35475.0195,300.8093,289.0659,397.23,300.8093,289.0659,318.318,3188.3582,300.8093,289.0659,514.8469,228.527,2841.5256,1583.41,252.6088,252.6088,252.6088,275.1339,1997.2296,252.6088,252.6088,44.0092,252.6088,252.6088,252.6088,706.296,252.6088,673.51,47.972,252.6088,252.6088,457.93
01/09/2006,154.88,311.8393,142.4485,146.75,347.08,302.17,242.5158,69.69,888.5084,244.0697,635.1019,304.369,138.4282,141.1228,154.97,144.8337,154.97,140.5954,154.97,143.4203,140.5954,154.97,154.97,143.21,1537.9301,1783.73,114.471,102.7047,151.38,3350.6599,209.1187,264.203,436.36,158.941,145.256,195.811,11606.58,436.36,145.256,192.574,436.36,233.4804,145.256,3444.93,195.811,264.203,436.36,233.4804,443.921,158.941,389.337,233.4804,3099.59,233.4804,1009.19,195.811,1009.19,949.9414,4118.96,949.9414,35337.3281,302.8066,290.7833,399.843,302.8066,290.7833,322.655,3231.8982,302.8066,290.7833,512.343,227.416,2853.0957,1629.26,255.1454,255.1454,255.1454,277.5248,2037.1399,255.1454,255.1454,44.4124,255.1454,255.1454,255.1454,713.7139,255.1454,679.4051,48.4659,255.1454,255.1454,458.82
01/10/2006,154.66,311.4986,142.2657,146.59,346.157,301.418,242.3026,69.4883,888.8279,243.9905,633.1969,303.409,138.2703,140.9374,154.76,144.7062,154.76,140.3651,154.76,143.1066,140.3651,154.76,154.76,142.8,1533.9399,1774.9,114.471,102.7047,151.09,3307.46,207.9365,260.574,431.586,158.941,143.809,194.478,11567,431.586,143.809,191.382,431.586,231.3688,143.809,3444.93,194.478,260.574,431.586,231.3688,444.391,158.941,386.407,231.3688,3083.32,231.3688,1012.27,194.478,1012.27,952.1638,4131.27,952.1638,35049.4219,301.3264,290.0079,397.67,301.3264,290.0079,318.531,3190.5505,301.3264,290.0079,509.4839,226.147,2995.5115,1629.14,254.155,254.155,254.155,279.5626,2057.8467,254.155,254.155,44.3217,254.155,254.155,254.155,710.7225,254.155,676.019,48.3445,254.155,254.155,455.94
01/11/2006,154.51,311.5747,142.1423,146.63,344.112,300.79,243.1431,69.2389,889.0476,243.5103,633.3036,302.341,138.1563,140.7862,154.62,144.6196,154.62,140.2619,154.62,142.9508,140.2619,154.62,154.62,142.8,1531.24,1769.64,114.471,102.7047,151.05,3352.6899,208.391,260.397,427.993,158.379,144.236,194.316,11605.16,427.993,144.236,191.219,427.993,231.0351,144.236,3440.32,194.316,260.397,427.993,231.0351,451.449,158.379,387.828,231.0351,3090.29,231.0351,1006.92,194.316,1006.92,947.5259,4084.24,947.5259,35952.2383,306.7262,296.1584,404.42,306.7262,296.1584,323.868,3243.8079,306.7262,296.1584,511.7304,227.144,3033.1167,1657.53,255.5626,255.5626,255.5626,282.3957,2070.813,255.5626,255.5626,44.5654,255.5626,255.5626,255.5626,714.3808,255.5626,679.8268,48.5636,255.5626,255.5626,458.61
01/12/2006,154.78,311.763,142.4083,146.71,343.883,299.928,242.9981,69.5292,888.2173,242.4235,630.2082,300.642,138.3281,141.0042,154.79,144.7021,154.79,140.4186,154.79,143.2386,140.4186,154.79,154.79,143,1535.96,1779.37,114.471,102.7047,151.16,3334.0601,209.0354,258.704,434.139,158.98,145.287,195.525,11687.96,434.139,145.287,192.641,434.139,232.7823,145.287,3393.86,195.525,258.704,434.139,232.7823,455.141,158.98,383.661,232.7823,3039.19,232.7823,1017.7,195.525,1017.7,957.535,4102.46,957.535,35779.3008,306.549,297.4703,403.782,306.549,297.4703,321.707,3222.188,306.549,297.4703,511.3482,226.974,3117.8301,1713.3,256.9667,256.9667,256.9667,284.0917,2088.5261,256.9667,256.9667,44.9701,256.9667,256.9667,256.9667,718.3175,256.9667,683.5658,48.8281,256.9667,256.9667,460.27
01/13/2006,154.79,312.384,142.5807,147,344.635,301.873,245.3349,70.0693,895.6311,243.6766,633.7271,302.225,138.3293,141.0061,154.82,144.7316,154.82,140.43,154.82,143.2405,140.43,154.82,154.82,143.63,1541.22,1791.33,114.471,102.7047,151.63,3359.03,208.7347,258.159,432.903,159.074,143.522,195.103,11830.63,432.903,143.522,192.224,432.903,232.0663,143.522,3393.86,195.103,258.159,432.903,232.0663,449.345,159.074,382.377,232.0663,3041.45,232.0663,1012.14,195.103,1012.14,952.3065,4062.9399,952.3065,35897.1211,306.4466,297.9406,403.7,306.4466,297.9406,320.247,3207.561,306.4466,297.9406,510.3954,226.551,3089.1655,1702.29,256.7575,256.7575,256.7575,285.0175,2098.9226,256.7575,256.7575,44.9901,256.7575,256.7575,256.7575,717.8611,256.7575,684.3088,48.8304,256.7575,256.7575,457.66
01/16/2006,154.78,312.4949,142.5817,147.06,344.635,301.873,245.6175,70.0693,895.6311,243.6766,633.7271,302.225,138.3754,141.0192,154.82,144.7931,154.82,140.4126,154.82,143.1756,140.4126,154.82,154.82,143.63,1541.22,1791.33,114.471,102.7047,151.72,3332.75,209.2123,255.844,436.783,157.739,144.811,195.638,11923.87,436.783,144.811,192.95,436.783,233.1422,144.811,3370.1,195.638,255.844,436.783,233.1422,438.318,157.739,379.309,233.1422,3035.18,233.1422,994.56,195.638,994.56,936.4597,3990.75,936.4597,36533.6797,309.5474,302.871,407.456,309.5474,302.871,321.789,3222.9724,309.5474,302.871,534.8386,238.278,3192.7766,1768.3101,258.4946,258.4946,258.4946,287.4172,2091.1252,258.4946,258.4946,44.9901,258.4946,258.4946,258.4946,722.7189,258.4946,685.7449,48.8759,258.4946,258.4946,458.68
01/17/2006,154.91,311.8433,142.7483,146.75,348.622,307.041,247.8655,70.9549,904.5044,246.6967,644.1085,305.469,138.4692,141.1223,154.95,144.8825,154.95,140.522,154.95,143.3175,140.522,154.95,154.95,143.78,1543.1,1794.42,114.471,102.7047,151.57,3308.55,207.7869,255.607,426.17,157.984,144.352,193.429,11759.94,426.17,144.352,190.573,426.17,230.3842,144.352,3369.92,193.429,255.607,426.17,230.3842,430.982,157.984,379.46,230.3842,3032.72,230.3842,997.57,193.429,997.57,939.1385,4004.8501,939.1385,36119.3711,304.0629,296.6497,400.474,304.0629,296.6497,314.71,3151.9941,304.0629,296.6497,537.7817,239.146,3136.2366,1742.5699,255.0866,255.0866,255.0866,283.8432,2080.2927,255.0866,255.0866,44.4342,255.0866,255.0866,255.0866,712.8497,255.0866,679.5265,48.3819,255.0866,255.0866,455.31
01/18/2006,154.81,312.3371,142.7283,146.98,343.043,303.807,245.8632,70.5623,899.9427,243.9817,636.5772,301.452,138.4059,141.0384,154.84,144.8224,154.84,140.4259,154.84,143.1957,140.4259,154.84,154.84,143.74,1542.41,1791.91,114.471,102.7047,151.75,3314.45,204.068,254.304,415.296,156.522,138.677,190.118,11811.81,415.296,138.677,187.082,415.296,225.503,138.677,3369.92,190.118,254.304,415.296,225.503,421.844,156.522,374.829,225.503,2971.15,225.503,1017.25,190.118,1017.25,957.7943,4078.1201,957.7943,35805.1914,298.8246,289.9102,393.706,298.8246,289.9102,311.25,3117.428,298.8246,289.9102,522.2842,231.974,3091.335,1725.95,250.8199,250.8199,250.8199,281.6566,2073.6106,250.8199,250.8199,43.8633,250.8199,250.8199,250.8199,700.3107,250.8199,672.3169,47.9398,250.8199,250.8199,451.4
01/19/2006,154.23,311.8854,142.401,146.77,345.79,306.117,248.8107,71.0845,906.5095,246.1276,643.9178,304.242,138.0754,140.5808,154.39,144.5921,154.39,140.0176,154.39,142.635,140.0176,154.39,154.39,143.48,1540,1788.17,114.471,102.7047,151.49,3410.4199,206.3652,259.899,421.122,157.339,139.136,192.45,12053.46,421.122,139.136,189.22,421.122,228.4729,139.136,3350.35,192.45,259.899,421.122,228.4729,442.235,157.339,379.632,228.4729,3002.67,228.4729,1025.18,192.45,1025.18,965.0174,4112.1401,965.0174,36858.1914,305.6286,298.1674,402.57,305.6286,298.1674,316.098,3165.9426,305.6286,298.1674,536.7629,237.221,3195.6758,1760.89,255.8577,255.8577,255.8577,290.4846,2075.3052,255.8577,255.8577,44.3109,255.8577,255.8577,255.8577,713.928,255.8577,681.5145,48.6058,255.8577,255.8577,454.07
01/20/2006,154.03,311.6763,142.3911,146.66,349.651,309.574,251.0487,71.4889,914.3417,248.1171,648.5513,307.094,137.9749,140.4309,154.22,144.5315,154.22,139.8607,154.22,142.4529,139.8607,154.22,154.22,143.63,1541.86,1792.37,114.471,102.7047,151.45,3446.6101,206.0119,262.386,412.776,157.696,138.91,191.569,12054.06,412.776,138.91,188.108,412.776,227.2051,138.91,3345.62,191.569,262.386,412.776,227.2051,437.883,157.696,383.268,227.2051,3014.35,227.2051,1028.43,191.569,1028.43,967.2244,4101.8501,967.2244,36694.6484,307.8628,303.3341,404.768,307.8628,303.3341,313.974,3144.5803,307.8628,303.3341,546.9352,241.938,3254.8208,1802.53,256.0924,256.0924,256.0924,292.9306,2081.978,256.0924,256.0924,44.3654,256.0924,256.0924,256.0924,712.9989,256.0924,680.6353,48.5143,256.0924,256.0924,451.33
01/23/2006,153.93,314.0401,142.4525,147.78,343.332,309.349,252.416,71.938,919.1821,248.0075,645.3708,306.244,137.9568,140.3789,154.14,144.512,154.14,139.7983,154.14,142.3388,139.7983,154.14,154.14,143.7,1542.9301,1793.23,114.471,102.7047,152.49,3445.73,204.8134,260.664,410.831,157.447,137.438,190.119,11928.05,410.831,137.438,186.65,410.831,225.5559,137.438,3322.39,190.119,260.664,410.831,225.5559,427.366,157.447,384.235,225.5559,3029.26,225.5559,1030.92,190.119,1030.92,968.9683,4101.3599,968.9683,36631.75,308.9009,304.7264,405.711,308.9009,304.7264,314.81,3152.9148,308.9009,304.7264,543.0359,239.629,3238.5825,1792.7,255.3762,255.3762,255.3762,293.2215,2113.239,255.3762,255.3762,44.2593,255.3762,255.3762,255.3762,709.1843,255.3762,681.2274,48.3613,255.3762,255.3762,450.24
01/24/2006,154.04,313.8449,142.4095,147.7,344.06,308.436,253.3207,71.9579,922.9227,248.4516,645.0464,306.718,138.0354,140.4741,154.24,144.5808,154.24,139.8931,154.24,142.4938,139.8931,154.24,154.24,143.51,1540.59,1787.37,114.471,102.7047,152.34,3446.1799,206.463,262.27,422.789,158.519,138.531,192.386,12031.49,422.789,138.531,189.007,422.789,228.6779,138.531,3395.3,192.386,262.27,422.789,228.6779,427.88,158.519,380.698,228.6779,3006.25,228.6779,1034.02,192.386,1034.02,972.4605,4117.8301,972.4605,37399.6719,317.1102,314.6083,416.404,317.1102,314.6083,322.37,3228.6829,317.1102,314.6083,549.7855,243.963,3264.1885,1821.3101,258.7887,258.7887,258.7887,294.0631,2085.7993,258.7887,258.7887,44.6571,258.7887,258.7887,258.7887,719.1485,258.7887,687.8853,48.7234,258.7887,258.7887,449.23
01/25/2006,153.61,312.4043,141.997,147.01,344.386,307.396,254.517,72.4448,926.5811,249.0835,644.3925,306.709,137.8394,140.1637,153.92,144.4591,153.92,139.5861,153.92,142.0516,139.5861,153.92,153.92,142.83,1533.8,1773.2,114.471,102.7047,151.7,3496.4399,208.9631,265.927,431.791,158.977,140.609,194.848,12031.11,431.791,140.609,191.413,431.791,232.2229,140.609,3430.9,194.848,265.927,431.791,232.2229,444.855,158.977,392.654,232.2229,3085.24,232.2229,1044.72,194.848,1044.72,981.5767,4179.1499,981.5767,37399.6719,316.8218,313.3473,416.151,316.8218,313.3473,323.416,3239.1274,316.8218,313.3473,567.9373,250.524,3302.823,1865.59,261.5105,261.5105,261.5105,296.936,2090.168,261.5105,261.5105,44.9859,261.5105,261.5105,261.5105,726.8824,261.5105,693.0876,49.1842,261.5105,261.5105,454.27
01/26/2006,153.2,311.3943,141.6743,146.54,344.453,308.281,255.4286,72.4442,929.1882,249.0343,641.8554,306.406,137.6943,139.8983,153.6,144.3716,153.6,139.3215,153.6,141.6752,139.3215,153.6,153.6,142.56,1530.33,1765.25,114.471,102.7047,151.24,3474.6201,209.2527,266.35,432.428,159.707,140.587,194.979,11991.4,432.428,140.587,191.52,432.428,232.3373,140.587,3430.9,194.979,266.35,432.428,232.3373,441.253,159.707,393.366,232.3373,3077.06,232.3373,1044.72,194.979,1044.72,981.5645,4179.1499,981.5645,38014.3594,323.0019,319.4836,424.742,323.0019,319.4836,330.006,3305.1543,323.0019,319.4836,570.0289,251.168,3315.8696,1863.0699,262.3746,262.3746,262.3746,295.9306,2087.9758,262.3746,262.3746,45.1568,262.3746,262.3746,262.3746,729.9297,262.3746,693.5509,49.428,262.3746,262.3746,458.69
01/27/2006,153.15,309.8479,141.6455,145.8,351.088,311.452,258.0591,72.4393,938.9511,251.3375,650.425,309.44,137.6479,139.8354,153.57,144.3537,153.57,139.2864,153.57,141.6176,139.2864,153.57,153.57,142.57,1532.35,1770.46,114.471,102.7047,150.66,3541.98,211.5803,271.031,441.278,159.597,140.556,197.416,12315.31,441.278,140.556,193.819,441.278,235.258,140.556,3410.92,197.416,271.031,441.278,235.258,442.893,159.597,392.736,235.258,3079.33,235.258,1044.72,197.416,1044.72,981.6132,4179.1499,981.6132,37822.2188,322.9836,319.9358,424.819,322.9836,319.9358,326.44,3269.5042,322.9836,319.9358,564.5562,247.89,3407.3823,1909.24,264.7604,264.7604,264.7604,298.7329,2100.002,264.7604,264.7604,45.2129,264.7604,264.7604,264.7604,736.5635,264.7604,698.3702,49.7435,264.7604,264.7604,464.07
01/30/2006,153.28,309.0503,141.6393,145.43,358.171,314.353,260.5211,72.9545,947.3528,255.1434,664.1265,314.304,137.6746,139.9034,153.64,144.3536,153.64,139.3605,153.64,141.6925,139.3605,153.64,153.64,142.47,1530.75,1766.3101,114.471,102.7047,150.33,3500.4199,211.6444,270.324,441.278,159.597,140.556,197.292,12315.31,441.278,140.556,193.726,441.278,235.1518,140.556,3439.52,197.292,270.324,441.278,235.1518,444.118,159.597,389.059,235.1518,3060.81,235.1518,1044.72,197.292,1044.72,981.6132,4179.1499,981.6132,38242.0391,326.9474,326.5292,429.354,326.9474,326.5292,325.86,3263.5486,326.9474,326.5292,559.7672,245.746,3287.0874,1838.86,264.411,264.411,264.411,294.8468,2073.0405,264.411,264.411,45.1799,264.411,264.411,264.411,735.549,264.411,697.411,49.7757,264.411,264.411,463.86
01/31/2006,153.37,310.1028,141.6999,145.92,355.323,313.134,260.2295,73.0534,946.5344,255.0837,662.6169,313.34,137.7217,139.966,153.69,144.3801,153.69,139.4185,153.69,141.799,139.4185,153.69,153.69,142.65,1532.02,1770.99,117.2606,104.0899,150.8,3552.75,213.1401,272.026,450.832,159.597,140.556,198.723,12315.31,450.832,140.556,195.154,450.832,237.2343,140.556,3478.06,198.723,272.026,450.832,237.2343,444.165,159.597,395.212,237.2343,3092.41,237.2343,1044.72,198.723,1044.72,981.6132,4179.1499,981.6132,38382.8008,327.8446,327.7931,430.293,327.8446,327.7931,326.574,3270.7034,327.8446,327.7931,561.5034,245.035,3259.2231,1817.16,266.2901,266.2901,266.2901,296.9402,2083.365,266.2901,266.2901,45.2052,266.2901,266.2901,266.2901,740.6774,266.2901,699.0911,49.9548,266.2901,266.2901,463.83
02/01/2006,152.97,308.9862,141.4844,145.39,352.005,309.515,259.1268,73.1283,942.4412,252.3861,654.702,309.301,137.5259,139.6732,153.37,144.2463,153.37,139.0962,153.37,141.3412,139.0962,153.37,153.37,142.37,1529.34,1766.24,117.2606,104.0899,150.34,3620.6201,213.2483,269.91,445.695,159.597,140.556,198.458,12530.04,445.695,140.556,195.009,445.695,236.9136,140.556,3478.06,198.458,269.91,445.695,236.9136,450.979,159.597,392.137,236.9136,3088.6,236.9136,1044.72,198.458,1044.72,981.6132,4179.1499,981.6132,38484.8399,328.4001,327.8138,431.293,328.4001,327.8138,330.461,3309.6785,328.4001,327.8138,565.5841,248.695,3312.6104,1843.1,267.0899,267.0899,267.0899,300.5775,2079.126,267.0899,267.0899,45.3574,267.0899,267.0899,267.0899,741.9133,267.0899,701.8913,49.8792,267.0899,267.0899,468.84
02/02/2006,153.01,308.4976,141.4727,145.16,351.208,308.25,259.8127,73.1118,944.8348,251.9967,649.5119,308.295,137.5519,139.6981,153.42,144.2955,153.42,139.1251,153.42,141.3518,139.1251,153.42,153.42,142.41,1530.05,1769,117.2606,104.0899,150.22,3621.6101,211.5452,268.593,439.725,159.597,140.556,197.186,12417.75,439.725,140.556,193.728,439.725,235.0867,140.556,3528.22,197.186,268.593,439.725,235.0867,448.978,159.597,382.798,235.0867,3026.55,235.0867,1044.72,197.186,1044.72,981.6132,4179.1499,981.6132,37304.1914,320.679,316.8669,421.891,320.679,316.8669,326.257,3267.6262,320.679,316.8669,556.9479,245.515,3281.9812,1831.98,264.623,264.623,264.623,300.1583,2089.126,264.623,264.623,45.2334,264.623,264.623,264.623,735.5305,264.623,698.8245,49.8323,264.623,264.623,464.62
02/03/2006,153.3,307.5356,141.6024,144.71,357.369,310.765,262.2928,73.2669,953.7629,254.6011,653.649,311.446,137.7251,139.9546,153.62,144.3874,153.62,139.318,153.62,141.651,139.318,153.62,153.62,142.83,1533.08,1779.36,117.2606,104.0899,149.88,3490.9399,209.0282,266.292,427.577,163.015,141.452,194.911,12128.56,427.577,141.452,191.403,427.577,232.4604,141.452,3528.22,194.911,266.292,427.577,232.4604,451.534,163.015,380.997,232.4604,3027.11,232.4604,1044.72,194.911,1044.72,981.6132,4179.1499,981.6132,37261.7305,316.9109,312.6282,417.015,316.9109,312.6282,321.296,3217.9714,316.9109,312.6282,547.5224,241.462,3208.8481,1795.8199,260.8279,260.8279,260.8279,293.52,2093.0896,260.8279,260.8279,45.1541,260.8279,260.8279,260.8279,725.1933,260.8279,692.3821,49.5756,260.8279,260.8279,464.92
02/06/2006,153.34,307.5929,141.6621,144.74,354.109,308.505,261.4373,73.0876,950.9482,252.4689,649.7973,308.052,137.7438,139.9674,153.66,144.4313,153.66,139.3416,153.66,141.6822,139.3416,153.66,153.66,142.7,1533.41,1781.4399,117.2606,104.0899,149.79,3549.1299,211.2726,272.387,434.563,163.742,144.467,197.988,12401.69,434.563,144.467,194.307,434.563,236.7312,144.467,3518.46,197.988,272.387,434.563,236.7312,456.464,163.742,380.767,236.7312,3013.24,236.7312,1070.01,197.988,1070.01,1005.0268,4263.79,1005.0268,37321.1992,322.2105,320.4339,423.196,322.2105,320.4339,322.903,3234.0725,322.2105,320.4339,552.6301,245.11,3270.7644,1833.5601,264.9343,264.9343,264.9343,296.4826,2055.0588,264.9343,264.9343,45.5467,264.9343,264.9343,264.9343,736.2623,264.9343,700.2813,50.1567,264.9343,264.9343,465.44
02/07/2006,153.12,307.2503,141.5226,144.58,347.513,302.408,255.191,71.9129,933.6218,248.3504,633.5991,301.645,137.6775,139.8318,153.47,144.407,153.47,139.1054,153.47,141.2713,139.1054,153.47,153.47,142.46,1531.02,1773.67,117.2606,104.0899,149.48,3520.0901,210.6957,275.209,429.434,162.727,143.642,197.532,12524.17,429.434,143.642,193.608,429.434,235.9421,143.642,3549.92,197.532,275.209,429.434,235.9421,463.71,162.727,378.532,235.9421,3004.76,235.9421,1066.51,197.532,1066.51,1001.5468,4242.8301,1001.5468,36561.6992,315.0311,311.0208,414.549,315.0311,311.0208,320.182,3206.813,315.0311,311.0208,549.5434,244.249,3257.8813,1821.04,262.8267,262.8267,262.8267,294.6954,2033.4478,262.8267,262.8267,45.3259,262.8267,262.8267,262.8267,730.7203,262.8267,695.9634,49.8616,262.8267,262.8267,463.95
